1.000000	0.062471
2.000000	0.062471
3.000000	0.062471
4.000000	0.062471
5.000000	0.062471
6.000000	0.062471
7.000000	0.062471
8.000000	0.062471
9.000000	0.062471
10.000000	0.062471
11.000000	0.062471
12.000000	0.062471
13.000000	0.062471
14.000000	0.062471
15.000000	0.062471
16.000000	0.062471
17.000000	0.062471
18.000000	0.064844
19.000000	0.064844
20.000000	0.064844
21.000000	0.064844
22.000000	0.064844
23.000000	0.064844
24.000000	0.066238
25.000000	0.074843
26.000000	0.074843
27.000000	0.074843
28.000000	0.079296
29.000000	0.079296
30.000000	0.079296
31.000000	0.079296
32.000000	0.079296
33.000000	0.079296
34.000000	0.079296
35.000000	0.079296
36.000000	0.079296
37.000000	0.079296
38.000000	0.079296
39.000000	0.079296
40.000000	0.079296
41.000000	0.079565
42.000000	0.079565
43.000000	0.079565
44.000000	0.079565
45.000000	0.084104
46.000000	0.084104
47.000000	0.084104
48.000000	0.084104
49.000000	0.084104
50.000000	0.084104
51.000000	0.084104
52.000000	0.084104
53.000000	0.084104
54.000000	0.084366
55.000000	0.089533
56.000000	0.095055
57.000000	0.095055
58.000000	0.095055
59.000000	0.095055
60.000000	0.095055
61.000000	0.095055
62.000000	0.095055
63.000000	0.095055
64.000000	0.095055
65.000000	0.095055
66.000000	0.095055
67.000000	0.095055
68.000000	0.095055
69.000000	0.095055
70.000000	0.095055
71.000000	0.095055
72.000000	0.099688
73.000000	0.099688
74.000000	0.099688
75.000000	0.099688
76.000000	0.099688
77.000000	0.099688
78.000000	0.099688
79.000000	0.099688
80.000000	0.099688
81.000000	0.099688
82.000000	0.099688
83.000000	0.099688
84.000000	0.099688
85.000000	0.099688
86.000000	0.099688
87.000000	0.109194
88.000000	0.109194
89.000000	0.109194
90.000000	0.109194
91.000000	0.109194
92.000000	0.109194
93.000000	0.109194
94.000000	0.109194
95.000000	0.109194
96.000000	0.109194
97.000000	0.109194
98.000000	0.109194
99.000000	0.109194
100.000000	0.109194
